title,artist,peak_position,first_appearance,last_appearance,weeks_on_chart,position_across_time,Lyrics,Cleaned Lyrics,Gender,Category
who,jimin,1,2024-08-02,2025-05-09,41,"{'2024-08-02': 1, '2024-08-09': 1, '2024-08-16': 5, '2024-08-23': 6, '2024-08-30': 9, '2024-09-06': 12, '2024-09-13': 12, '2024-09-20': 12, '2024-09-27': 13, '2024-10-04': 12, '2024-10-11': 13, '2024-10-18': 11, '2024-10-25': 13, '2024-11-01': 15, '2024-11-08': 16, '2024-11-15': 13, '2024-11-22': 13, '2024-11-29': 21, '2024-12-06': 30, '2024-12-13': 24, '2024-12-20': 24, '2024-12-27': 25, '2025-01-03': 46, '2025-01-10': 10, '2025-01-17': 13, '2025-01-24': 21, '2025-01-31': 16, '2025-02-07': 16, '2025-02-14': 22, '2025-02-21': 26, '2025-02-28': 27, '2025-03-07': 24, '2025-03-14': 24, '2025-03-21': 25, '2025-03-28': 42, '2025-04-04': 45, '2025-04-11': 61, '2025-04-18': 72, '2025-04-25': 73, '2025-05-02': 66, '2025-05-09': 79}","40 ContributorsTranslationsالعربيةFrançaisРусскийDeutschItalianoTürkçeУкраїнськаEspañolWho Lyrics[Chorus]
We never met, but she's all I see at night
Never met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?

[Verse 1]
If every day I think about her
Yeah, every day of my life
Then tell me why I haven't found her
(Why, why, why, why, why?)

[Pre-Chorus]
There's so many people to see (There's so many people to see)
And places to go (There's so many places to go)
I still haven't found your love

[Chorus]
We nevеr met, but she's all I see at night
Nevеr met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?

[Verse 2]
I'll take her places they ain't found yet
I'll put it all on the line
I'll be that someone she can count on
One, two, three, four, five


[Pre-Chorus]
There's so many people to see (There's so many people to see)
And places to go (There's so many places to go)
I still haven't found your love

[Chorus]
We never met, but she's all I see at night
Never met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?
Is she someone that I see every day?
Is she somewhere a thousand miles away?
Wanna give her the world and so much more
Who is my heart waiting for?

[Bridge]
(Who is my heart) Heart waiting for?
(Who is my heart) Heart waiting for?
(Who is my heart) Heart waiting for?
(Who is my—) Who is my heart waiting for?

[Chorus]
We never met, but she's all I see at night
Never met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?
Is she someone that I see every day?
Is she somewhere a thousand miles away?
Wanna give her the world and so much more
Who is my heart waiting for?","If every day I think about her
Yeah, every day of my life
Then tell me why I haven't found her
(Why, why, why, why, why?)
There's so many people to see (There's so many people to see)
And places to go (There's so many places to go)
I still haven't found your love
We nevеr met, but she's all I see at night
Nevеr met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?
I'll take her places they ain't found yet
I'll put it all on the line
I'll be that someone she can count on
One, two, three, four, five
There's so many people to see (There's so many people to see)
And places to go (There's so many places to go)
I still haven't found your love
We never met, but she's all I see at night
Never met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?
Is she someone that I see every day?
Is she somewhere a thousand miles away?
Wanna give her the world and so much more
Who is my heart waiting for?
(Who is my heart) Heart waiting for?
(Who is my heart) Heart waiting for?
(Who is my heart) Heart waiting for?
(Who is my—) Who is my heart waiting for?
We never met, but she's all I see at night
Never met, but she's always on my mind
Wanna give her the world and so much more
Who is my heart waiting for?
Is she someone that I see every day?
Is she somewhere a thousand miles away?
Wanna give her the world and so much more
Who is my heart waiting for?",M,S
like crazy,jimin,2,2023-04-07,2024-07-19,61,"{'2023-04-07': 2, '2023-04-14': 4, '2023-04-21': 10, '2023-04-28': 25, '2023-05-05': 26, '2023-05-12': 36, '2023-05-19': 37, '2023-05-26': 39, '2023-06-02': 57, '2023-06-09': 66, '2023-06-16': 52, '2023-06-23': 34, '2023-06-30': 40, '2023-07-07': 45, '2023-07-14': 40, '2023-07-21': 57, '2023-07-28': 29, '2023-08-04': 43, '2023-08-11': 70, '2023-08-18': 64, '2023-08-25': 53, '2023-09-01': 50, '2023-09-08': 62, '2023-09-15': 68, '2023-09-22': 74, '2023-09-29': 83, '2023-10-06': 88, '2023-10-13': 77, '2023-10-20': 95, '2023-10-27': 106, '2023-11-03': 99, '2023-11-10': 110, '2023-11-17': 96, '2023-11-24': 102, '2023-12-01': 109, '2023-12-08': 112, '2023-12-15': 154, '2023-12-22': 175, '2023-12-29': 171, '2024-01-05': 145, '2024-01-12': 96, '2024-01-19': 93, '2024-01-26': 84, '2024-02-02': 127, '2024-02-09': 159, '2024-02-16': 155, '2024-02-23': 192, '2024-03-01': 169, '2024-03-08': 151, '2024-03-15': 144, '2024-03-22': 142, '2024-03-29': 115, '2024-04-05': 137, '2024-04-12': 148, '2024-04-19': 166, '2024-04-26': 191, '2024-06-21': 194, '2024-06-28': 193, '2024-07-05': 166, '2024-07-12': 108, '2024-07-19': 184}","28 ContributorsTranslationsRomanizationEnglishEspañolDeutschРусскийPortuguêsالعربيةFrançaisLike Crazy Lyrics[지민 ""Like Crazy"" 가사]

[Intro]
(I think we could last forever
I'm afraid that everything will disappear
Just trust me)

[Verse 1]
She's saying
Baby, 생각하지 마
There's not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만

[Verse 2]
Watch me go
날 적셔 밤새도록 (Away)
아침도
취해서 오지 않게

[Pre-Chorus]
시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah, I know
You know, I know (Ooh)


[Chorus]
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

[Post-Chorus]
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
Oh, it's gon' be a good night (Oh, I'm fallin')
Forever, you and I

[Interlude]
Mmm-hmm
Yeah, hey
Mmm-hmm
Ooh-woah
Mmm-hmm
Mmm-hmm
(Forever, you and I)

[Verse 3]
거울 속에 비친 나
하염없이 미쳐가
I'm feelin' so alive, wasting time


[Chorus]
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

[Post-Chorus]
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever, you and I

[Outro]
This will break me
This is gonna break me (Break me)
No, don't you wake me (Wake me)
I wanna stay in this dream, don't save me
Don't you try to save me (Save me)
I need a way we (Way we)
I need a way we can dream on (On, on, on)
(Alone again
What's the point?)","(I think we could last forever
I'm afraid that everything will disappear
Just trust me)
She's saying
Baby, 생각하지 마
There's not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만
Watch me go
날 적셔 밤새도록 (Away)
아침도
취해서 오지 않게
시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah, I know
You know, I know (Ooh)
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
Oh, it's gon' be a good night (Oh, I'm fallin')
Forever, you and I
Mmm-hmm
Yeah, hey
Mmm-hmm
Ooh-woah
Mmm-hmm
Mmm-hmm
(Forever, you and I)
거울 속에 비친 나
하염없이 미쳐가
I'm feelin' so alive, wasting time
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever, you and I
This will break me
This is gonna break me (Break me)
No, don't you wake me (Wake me)
I wanna stay in this dream, don't save me
Don't you try to save me (Save me)
I need a way we (Way we)
I need a way we can dream on (On, on, on)
(Alone again
What's the point?)",M,S
smeraldo garden marching band,jimin,16,2024-07-12,2024-08-02,4,"{'2024-07-12': 16, '2024-07-19': 48, '2024-07-26': 91, '2024-08-02': 60}","11 ContributorsTranslations中文EnglishRomanizationEspañolTürkçeРусскийItalianoالعربيةSmeraldo Garden Marching Band Lyrics[지민 ""Smeraldo Garden Marching Band"" ft. 로꼬 가사]

[Verse 1: Jimin]
Say, ""oh""
여러분을 위한 harmony
Oh, say, ""love""
자 이제 소개할게
시작된 건 6월 12일
행복을 선물해 매일
Say, ""oh"" (Let's talk about us)

[Pre-Chorus: Jimin]
전하지 못한 말
숨겨왔던 너의 맘
다 전해줄 거야 (Just for you)
더는 고민하지 마
우리가 함께니까
솔직해져 봐 (Let's go)

[Chorus: Jimin]
Ooh, I love you, babe
다가갈게 너에게
I love you, babe (Yes, Sir)
Ooh, I want you, babe
I wanna hold your hand
I want you, babe


[Verse 2: Loco]
Yeah, uh-huh
반대로 fade away 매일이 새롭게
이름 부를 테니 너는 피어나기만 해줘
우리가 맞춰 jam 해 느낀 대로 계속해
바로 앞에서 말 못 해도 널 위해서 made a band
I've been looking for love
Just for you
빨라지는 속도
난 못 멈춰 (Can't stop)
날짜도 없이 하루 종일
머리 위에 네가 떠 있어
혹시라도 손 대면
난 톡 하고 터져버릴 듯이
커져 love (Let's talk about us)

[Pre-Chorus: Jimin]
눈부신 하늘과
흩날리는 꽃들도
함께할 거야 (All for you)
So tell me how you feel
그저 느낀 그대로
너를 맡겨봐 (Let's go)

[Chorus: Jimin]
Ooh, I love you, babe
다가갈게 너에게
I love you, babe (Yes, Sir)
Ooh, I want you, babe
I wanna hold your hand
I want you, babe (Take it to the bridge)


[Bridge: Jimin]
막이 오르고 조명이 켜지면
모두가 제자리에
Turn up the music
준비된 것 같아
시작할게 one, two
손 머리 위로

[Outro]
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh","Say, ""oh""
여러분을 위한 harmony
Oh, say, ""love""
자 이제 소개할게
시작된 건 6월 12일
행복을 선물해 매일
Say, ""oh"" (Let's talk about us)
전하지 못한 말
숨겨왔던 너의 맘
다 전해줄 거야 (Just for you)
더는 고민하지 마
우리가 함께니까
솔직해져 봐 (Let's go)
Ooh, I love you, babe
다가갈게 너에게
I love you, babe (Yes, Sir)
Ooh, I want you, babe
I wanna hold your hand
I want you, babe
Yeah, uh-huh
반대로 fade away 매일이 새롭게
이름 부를 테니 너는 피어나기만 해줘
우리가 맞춰 jam 해 느낀 대로 계속해
바로 앞에서 말 못 해도 널 위해서 made a band
I've been looking for love
Just for you
빨라지는 속도
난 못 멈춰 (Can't stop)
날짜도 없이 하루 종일
머리 위에 네가 떠 있어
혹시라도 손 대면
난 톡 하고 터져버릴 듯이
커져 love (Let's talk about us)
눈부신 하늘과
흩날리는 꽃들도
함께할 거야 (All for you)
So tell me how you feel
그저 느낀 그대로
너를 맡겨봐 (Let's go)
Ooh, I love you, babe
다가갈게 너에게
I love you, babe (Yes, Sir)
Ooh, I want you, babe
I wanna hold your hand
I want you, babe (Take it to the bridge)
막이 오르고 조명이 켜지면
모두가 제자리에
Turn up the music
준비된 것 같아
시작할게 one, two
손 머리 위로
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh",M,S
closer than this,jimin,55,2024-01-05,2024-01-12,2,"{'2024-01-05': 55, '2024-01-12': 147}","13 ContributorsTranslationsRomanizationEnglishPortuguêsالعربيةEspañolفارسیFrançaisItalianoCloser Than This Lyrics[지민 ""Closer Than This"" 가사]

[Verse 1]
너도 기억하니?
우리 첫 만남이?
수줍고 어색했던 그때
문득 돌아보니
어느새 여기까지
함께 걸어왔던 거야
때론 넘어져 울기도 하고
서로의 어깰 토닥여 주고
눈물로 여울져 바라보며
서로의 이름을 불러줬지
6월 13일 그날부터
오늘의 지금까지 너와 난
Even if you're not here
같은 자리에 always

[Pre-Chorus]
Don’t have to worry now
잠시 이 손을 놓지만
작은 쉼표일 뿐인걸 (Ah-ah-ah, ah)
Just call my name out loud
다시 보랏빛 물들 그날

[Chorus]
'Cause anytime you want me (I'll be)
Right here where you call me (I’ll be)
I could never let you go
Never let you go
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go


[Verse 2]
비가 내리면 비 맞으며 노래하던 그때를 기억할게
눈이 내리면 눈 맞으며 웃어주던 널 추억하며
다시 만날 봄날에 못다 한 얘길 전할게
My love, my babe, 영원히 네 곁에
일곱은 하나, right, 두근거려 지금도 하나의 마음
잠깐 눈을 감아 눈앞에 서 있을게, oh, ooh-woah-oh

[Pre-Chorus]
Don't have to worry now
잠시 이 손을 놓지만
작은 쉼표일 뿐인걸 (Ah-ah-ah, ah)
Just call my name out loud
다시 보랏빛 물들 그날

[Chorus]
'Causе anytime you want me (I'll be)
Right hеre where you call me (I'll be)
I could never let you go
Never let you go
Whenever you need me (I’ll be)
If you believe me (I’ll be)
I'll never let you go
Never let you go

[Bridge]
하나 된 맘으로 두드리면
그 웃음으로 문을 열어줘
멈췄던 시간이 돌아오면
Baby, I’ll come back to you


[Chorus]
다 함께 부르자 이 노래 (Ooh-ooh)
다시 하나 될 그날에
I could never let you go (Never let you go)
Never let you go (Never let you go)
더 크게 부르자 이 노래
다시 하나 될 수 있게
I will never let you go (I will never let you go; Oh-oh)
Never let you go (Oh)

[Outro]
다 함께 부르자 이 노래 (Yeah)
다시 하나 될 그날에 (Yeah)
I could never let you go (I could never let you go)
Never let you go (Never let you go)
더 크게 부르자 이 노래 (Yeah)
다시 하나 될 수 있게 (Yeah)
I will never let you go (I will never let you go)
Never let you go (Never let you go)","너도 기억하니?
우리 첫 만남이?
수줍고 어색했던 그때
문득 돌아보니
어느새 여기까지
함께 걸어왔던 거야
때론 넘어져 울기도 하고
서로의 어깰 토닥여 주고
눈물로 여울져 바라보며
서로의 이름을 불러줬지
6월 13일 그날부터
오늘의 지금까지 너와 난
Even if you're not here
같은 자리에 always
Don’t have to worry now
잠시 이 손을 놓지만
작은 쉼표일 뿐인걸 (Ah-ah-ah, ah)
Just call my name out loud
다시 보랏빛 물들 그날
'Cause anytime you want me (I'll be)
Right here where you call me (I’ll be)
I could never let you go
Never let you go
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go
비가 내리면 비 맞으며 노래하던 그때를 기억할게
눈이 내리면 눈 맞으며 웃어주던 널 추억하며
다시 만날 봄날에 못다 한 얘길 전할게
My love, my babe, 영원히 네 곁에
일곱은 하나, right, 두근거려 지금도 하나의 마음
잠깐 눈을 감아 눈앞에 서 있을게, oh, ooh-woah-oh
Don't have to worry now
잠시 이 손을 놓지만
작은 쉼표일 뿐인걸 (Ah-ah-ah, ah)
Just call my name out loud
다시 보랏빛 물들 그날
'Causе anytime you want me (I'll be)
Right hеre where you call me (I'll be)
I could never let you go
Never let you go
Whenever you need me (I’ll be)
If you believe me (I’ll be)
I'll never let you go
Never let you go
하나 된 맘으로 두드리면
그 웃음으로 문을 열어줘
멈췄던 시간이 돌아오면
Baby, I’ll come back to you
다 함께 부르자 이 노래 (Ooh-ooh)
다시 하나 될 그날에
I could never let you go (Never let you go)
Never let you go (Never let you go)
더 크게 부르자 이 노래
다시 하나 될 수 있게
I will never let you go (I will never let you go; Oh-oh)
Never let you go (Oh)
다 함께 부르자 이 노래 (Yeah)
다시 하나 될 그날에 (Yeah)
I could never let you go (I could never let you go)
Never let you go (Never let you go)
더 크게 부르자 이 노래 (Yeah)
다시 하나 될 수 있게 (Yeah)
I will never let you go (I will never let you go)
Never let you go (Never let you go)",M,S
be mine,jimin,89,2024-08-02,2024-08-16,2,"{'2024-08-02': 123, '2024-08-16': 89}","10 ContributorsTranslationsRomanizationالعربيةTürkçeItalianoEnglishBe Mine Lyrics[지민 ""Be Mine"" 가사]

[Intro]
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah

[Verse 1]
뜨거운 island
둘만의 party, yeah
I know what you want, and
Baby, I want the same
Love 'til the morning, ah
We just keep fallin', oh
어차피 우린
연결된 DNA

[Refrain]
Baby, come, baby, come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리

[Pre-Chorus]
Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my


[Chorus]
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be minе
Movin', comin', lovin', yeah, yeah, yeah
I want you to bе mine
I want you to be mine
I want you to be my

[Verse 2]
Don't need to worry
Just follow my lead
내가 네 마음에 더 가득 찰 수 있게

[Refrain]
Baby come, baby come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리

[Pre-Chorus]
Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my


[Chorus]
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my

[Bridge]
달빛 아래 dancing
Take it slow
오직 너와 나 밤새도록
내 맘이 네게 닿을 수 있다면
I want you to be mine
I want you to be mine
I want you to be my

[Chorus]
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my


[Outro]
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah","Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
뜨거운 island
둘만의 party, yeah
I know what you want, and
Baby, I want the same
Love 'til the morning, ah
We just keep fallin', oh
어차피 우린
연결된 DNA
Baby, come, baby, come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리
Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be minе
Movin', comin', lovin', yeah, yeah, yeah
I want you to bе mine
I want you to be mine
I want you to be my
Don't need to worry
Just follow my lead
내가 네 마음에 더 가득 찰 수 있게
Baby come, baby come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리
Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my
달빛 아래 dancing
Take it slow
오직 너와 나 밤새도록
내 맘이 네게 닿을 수 있다면
I want you to be mine
I want you to be mine
I want you to be my
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah",M,S
face-off,jimin,133,2023-04-07,2023-04-07,1,{'2023-04-07': 133},"14 ContributorsTranslationsالعربيةРусскийDeutschEnglishRomanizationEspañolFace-off Lyrics[지민 ""Face-off"" 가사]

[Verse 1]
All right
I guess the blame is on me
지금 내 모습을 봐
살아 머저리같이 hmm, uh-huh
사람을 믿는 건
지독한 악몽의 시작인 걸 mhmm
Gave you all the money
Gave you all my heart
Your masquerade party
I was fucking drunk, oh
빌어먹을 지난날들도
이젠 끝인걸

[Pre-Chorus]
아름다운 밤이야 (밤이야)
날 찾은 것 같아
Tonight I don't wanna be sober (Sober)
Pour it up, it's all fucking over

[Chorus]
Break it down
Break it down
이건 흔한 나의 story
Get it out
Get it out
미친 듯 소리 질러 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah
Pour it out
Pour it down
이 밤이 다 끝날 때까지
Get it out
Get it out
너의 흔적까지 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah


[Verse 2]
Mhmm
All right
너의 그 달콤한 말로
내 모든 하나까지 가져가려 애쓰던 걸 mhmm
Look at yourself
더 많은 걸 원하지 왜
그래도 돼
넌 그게 어울려 babe
그 모습 변치 않길 uh
Even though you tеst me
날 시험해도
Even though you kill me
날 더 찔러도 woah
I don't carе about you
지옥 같던 그날까지도

[Pre-Chorus]
아름다운 밤이야 (밤이야)
다 가진 것 같아
Tonight I don't wanna be sober
Pour it up, it's all fucking over

[Chorus]
Break it down
Break it down
이건 흔한 나의 story
Get it out
Get it out
미친 듯 소리 질러 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah
Pour it out
Pour it down
이 밤이 다 끝날 때까지
Get it out
Get it out
너의 흔적까지 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah","All right
I guess the blame is on me
지금 내 모습을 봐
살아 머저리같이 hmm, uh-huh
사람을 믿는 건
지독한 악몽의 시작인 걸 mhmm
Gave you all the money
Gave you all my heart
Your masquerade party
I was fucking drunk, oh
빌어먹을 지난날들도
이젠 끝인걸
아름다운 밤이야 (밤이야)
날 찾은 것 같아
Tonight I don't wanna be sober (Sober)
Pour it up, it's all fucking over
Break it down
Break it down
이건 흔한 나의 story
Get it out
Get it out
미친 듯 소리 질러 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah
Pour it out
Pour it down
이 밤이 다 끝날 때까지
Get it out
Get it out
너의 흔적까지 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah
Mhmm
All right
너의 그 달콤한 말로
내 모든 하나까지 가져가려 애쓰던 걸 mhmm
Look at yourself
더 많은 걸 원하지 왜
그래도 돼
넌 그게 어울려 babe
그 모습 변치 않길 uh
Even though you tеst me
날 시험해도
Even though you kill me
날 더 찔러도 woah
I don't carе about you
지옥 같던 그날까지도
아름다운 밤이야 (밤이야)
다 가진 것 같아
Tonight I don't wanna be sober
Pour it up, it's all fucking over
Break it down
Break it down
이건 흔한 나의 story
Get it out
Get it out
미친 듯 소리 질러 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah
Pour it out
Pour it down
이 밤이 다 끝날 때까지
Get it out
Get it out
너의 흔적까지 다
Yeah, yeah, eh, eh
Oh eh, eh, eh, hey-yeah",M,S
slow dance,jimin,159,2024-08-02,2024-08-02,1,{'2024-08-02': 159},"9 ContributorsTranslationsRomanizationالعربيةItalianoEnglishSlow Dance Lyrics[지민 ""Slow Dance"" ft. Sofia Carson 가사]

[Chorus: Jimin]
I just wanna slow dance
Baby, you can take my hand
서두르지 마 그저 우리 tempo를 느껴
너와 나만의 favorite song
Slow dance
이건 마지막 romance
언제까지나 너의 손을 놓지 않을게
함께 부르는 favorite song

[Verse 1: Jimin]
Like ""Cheek to Cheek""
I feel your heartbeat on mine
따스한 멜로디 mm
그 리듬에 맞춰 relax your mind
나도 모르는 그 사이에
어느새 너의 미소만
가득 찬 내 맘
숨길 수 없잖아

[Pre-Chorus: Jimin]
So come on, come on a little closer
내 맘의 별은 오직 너야
오직 너야


[Chorus: Jimin]
I just wanna slow dance
Baby, you can take my hand
서두르지 마 그저 우리 tempo를 느껴
너와 나만의 favorite song
Slow dance
이건 마지막 romance
언제까지나 너의 손을 놓지 않을게
함께 부르는 favorite song

[Verse 2: Sofia Carson]
Don't wanna rush, no, let's take it slow, yeah
Mm, love, let me get to know ya
Fallin' for you at the speed of light
Wait up, give it time
Baby, it's you and me
Got something so real (It's real, it's real)
Oh my, oh my
Movin' closer through the night
Feel like we could touch thе sky, yeah

[Pre-Chorus: Sofia Carson]
These couplе hours, couple hours all we got
So take my hand because we can't get enough
What ya say? What ya say, baby?
Come on, come on, come on, come on


[Chorus: Jimin, Sofia Carson]
Slow dance (Slow dance)
Got me cancelin' my plans (My plans)
Oh, give in to the tempo of our favorite song
Don't let go, keep movin'  along
Slow dance
We're caught up in a romance (Romance)
Oh, give in to the tempo of our favorite song
In this moment's where we belong
Baby, we could slow dance (Slow dance)
Got me cancelin' my plans (My plans)
Oh, give in to the tempo of our favorite song
Don't let go, keep movin' along (Keep movin' along)
Slow dance (Slow dance)
We're caught up in a romance (Romance)
Oh, give in to the tempo of our favorite song
In this moment's where we belong","I just wanna slow dance
Baby, you can take my hand
서두르지 마 그저 우리 tempo를 느껴
너와 나만의 favorite song
Slow dance
이건 마지막 romance
언제까지나 너의 손을 놓지 않을게
함께 부르는 favorite song
Like ""Cheek to Cheek""
I feel your heartbeat on mine
따스한 멜로디 mm
그 리듬에 맞춰 relax your mind
나도 모르는 그 사이에
어느새 너의 미소만
가득 찬 내 맘
숨길 수 없잖아
So come on, come on a little closer
내 맘의 별은 오직 너야
오직 너야
I just wanna slow dance
Baby, you can take my hand
서두르지 마 그저 우리 tempo를 느껴
너와 나만의 favorite song
Slow dance
이건 마지막 romance
언제까지나 너의 손을 놓지 않을게
함께 부르는 favorite song
Don't wanna rush, no, let's take it slow, yeah
Mm, love, let me get to know ya
Fallin' for you at the speed of light
Wait up, give it time
Baby, it's you and me
Got something so real (It's real, it's real)
Oh my, oh my
Movin' closer through the night
Feel like we could touch thе sky, yeah
These couplе hours, couple hours all we got
So take my hand because we can't get enough
What ya say? What ya say, baby?
Come on, come on, come on, come on
Slow dance (Slow dance)
Got me cancelin' my plans (My plans)
Oh, give in to the tempo of our favorite song
Don't let go, keep movin'  along
Slow dance
We're caught up in a romance (Romance)
Oh, give in to the tempo of our favorite song
In this moment's where we belong
Baby, we could slow dance (Slow dance)
Got me cancelin' my plans (My plans)
Oh, give in to the tempo of our favorite song
Don't let go, keep movin' along (Keep movin' along)
Slow dance (Slow dance)
We're caught up in a romance (Romance)
Oh, give in to the tempo of our favorite song
In this moment's where we belong",M,S
